City,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075
SEOUL,245.49272691037416,247.8129981017717,246.08508913930586,243.40141512396514,240.37910835629305,237.22278777141696,232.1069915032922,225.1437817581934,218.3894683054476,211.83778425628415,205.48265072859564,199.31817120673773,193.3386260705356,187.53846728841958,181.91231326976694,176.45494387167392,171.1612955555237,166.02645668885802,161.04566298819228,156.2142930985465,151.5278643055901,146.9820283764224,142.5725675251297,138.2953904993758,134.14652878439452,130.1221329208627,126.2184689332368,122.4319148652397,118.75895741928251,115.19618869670403,111.74030303580291,108.3880939447288,105.13645112638693,101.9823575925953,98.92288686481747,95.95520025887294,93.07654425110674,90.28424792357355,87.57572048586633,84.94844887129035,82.39999540515163,79.9279955429971,77.53015567670718,75.20425100640597,72.94812347621378,70.75967977192737,68.63688937876954,66.57778269740646,64.58044921648427,62.643035739989735,60.763744667790036,58.94083232775634
BUSAN,181.59247680656497,178.86858965446652,176.19918024541002,173.58302283017701,171.01892107753036,168.50570733876455,163.4505361186016,158.54702003504354,153.79060943399224,149.17689115097247,144.7015844164433,140.36053688395,136.1497207774315,132.06522915410855,128.10327227948528,124.26017411110074,120.5323688877677,116.91639782113468,113.40890588650063,110.00663870990559,106.70643954860843,103.50524636215016,100.40008897128565,97.38808630214709,94.46644371308268,91.63245040169018,88.88347688963948,86.21697258295029,83.63046340546178,81.12154950329791,78.68790301819898,76.32726592765302,74.03744794982342,71.81632451132872,69.66183477598885,67.5719797327092,65.54482034072792,63.578475730506085,61.6711214585909,59.82098781483317,58.02635818038818,56.285567434976535,54.59700041192723,52.95909039956942,51.370317687582336,49.829208156954856,48.334331912246206,46.88430195487882,45.477772896232466,44.11343970934549,42.790036518065115,41.506335422523165
DAEGU,64.65949465681717,63.689602236964916,62.7391076655097,61.8075744908626,60.89457673627281,59.99969863795672,58.199707678818015,56.45371644845347,54.76010495499986,53.117301806349865,51.52378275215937,49.978069269594585,48.47872719150675,47.02436537576154,45.61363441448869,44.24522538205403,42.91786862059241,41.63033256197463,40.381422585115395,39.16997990756193,37.99488051033507,36.85503409502502,35.74938307217427,34.67690158000904,33.63659453260877,32.6274966966305,31.648671795731584,30.699211641859637,29.77823529260385,28.884888233825734,28.018341586810962,27.177791339206625,26.36245759903043,25.571583871059513,24.804436354927727,24.060303264279895,23.3384941663515,22.63833934136095,21.959189161120122,21.30041348628652,20.661401081697925,20.041559049246985,19.440312277769575,18.857102909436488,18.29138982215339,17.742648127488792,17.210368683664125,16.694057623154205,16.193235894459576,15.70743881762579,15.236215653097014,14.779129183504105
INCHEON,122.37384990121171,124.2094576497299,123.56087624525348,122.319607692243,120.86327174823745,119.31719147903932,116.96141423368026,113.45257180666987,110.04899465246974,106.74752481289566,103.54509906850878,100.43874609645353,97.4255837135599,94.50281620215311,91.66773171608854,88.91769976460587,86.2501687716677,83.66266370851767,81.15278379726213,78.71820028334427,76.35665427484395,74.06595464659863,71.84397600720067,69.68865672698463,67.5979970251751,65.57005711441984,63.60295540098725,61.69486673895762,59.8440207367889,58.04870011468523,56.30723911124468,54.618021937907336,52.97948127977011,51.390096841377016,49.84839393613569,48.35294211805162,46.902353854510075,45.49528323887477,44.13042474170853,42.80651199945728,41.52231663947356,40.27664714028935,39.06834772608067,37.89629729429824,36.7594083754693,35.65662612420521,34.58692734047906,33.54931952026468,32.54283993465674,31.56655473661704,30.619558094518524,29.700971351682966
GWANGJU,32.94632101243281,32.452126197246315,31.967815278363556,31.49316586811769,31.02796091614589,30.571988575956727,29.654828918678025,28.765184051117686,27.90222852958415,27.065161673696625,26.253206823485726,25.465610618781156,24.701642300217724,23.96059303121119,23.24177524027485,22.544521983066605,21.868186323574605,21.21214073386737,20.575776511851345,19.958503216495803,19.35974812000093,18.7789556764009,18.215587006108876,17.66911939592561,17.13904581404784,16.624874439626407,16.126128206437613,15.642344360244484,15.173074029437148,14.717881808554035,14.276345354297414,13.848054993668493,13.432613343858437,13.029634943542684,12.638745895236404,12.25958351837931,11.89179601282793,11.535042132443094,11.1889908684698,10.853321142415707,10.527721508143236,10.211889862898937,9.905533167011969,9.608367172001609,9.32011615684156,9.040512672136314,8.769297291972224,8.506218373213056,8.251031822016664,8.003500867356165,7.763395841335478,7.530493966095413
DAEJEON,23.994432991235954,23.634516496367414,23.281798331396246,22.936116533899757,22.5973130285534,22.265233529953324,21.597276524054724,20.949358228333082,20.320877481483087,19.711251157038593,19.119913622327434,18.546316213657608,17.98992672724788,17.450228925430444,16.92672205766753,16.418920395937505,15.926352784059377,15.4485622005376,14.98510533452147,14.535552174485824,14.099485609251252,13.676501040973712,13.2662060097445,12.868219829452164,12.482173234568599,12.10770803753154,11.744476796405593,11.392142492513424,11.050378217738022,10.718866871205881,10.397300865069704,10.085381839117614,9.782820383944085,9.489335772425761,9.204655699252989,8.928516028275398,8.660660547427137,8.400840731004322,8.148815509074192,7.904351043801967,7.667220512487906,7.43720389711327,7.214087780199871,6.997665146793874,6.787735192390058,6.5841031366183564,6.386580042519807,6.194982641244212,6.0091331620068855,5.828859167146678,5.6539933921322785,5.48437359036831
ULSAN,63.477407791474455,62.678729095420806,61.893449133010584,61.12131502805946,60.362078995122125,59.61549823273859,58.115322656901434,56.6528977805477,55.227273637997065,53.83752416868373,52.48274661560361,51.16206093889914,49.87460924420074,48.61955522535362,47.39608362116788,46.20339968583905,45.04072867269513,43.90731533093463,42.80242341502885,41.725335206469616,40.67535104755188,39.65178888688826,38.65398383636041,37.68128773921922,36.73306874905359,35.808710919353935,34.907613803404196,34.029192064242004,33.1728750944341,32.33810664541965,31.524344466180924,30.73105995100647,29.957737796118064,29.203875664938394,28.468983861781975,27.752585013757358,27.05421376067406,26.373416452752668,25.709750855941905,25.062785864651072,24.432101221711388,23.817287245384268,23.21794456323921,22.633683852728456,22.064125588289826,21.508899794813544,20.967645807312888,20.44001203664248,19.925655741112113,19.42424280384775,18.935447515755023,18.458952363944277
SEJONG,12.630243059992639,12.819696705892529,13.012939424710416,13.210056470586956,13.41113514376218,13.616264841727977,14.024752786979818,14.445495370589214,14.87886023170689,15.325226038658096,15.78498281981784,16.258532304412373,16.746288273544746,17.248676921751088,17.766137229403622,18.29912134628573,18.848094986674305,19.413537836274532,19.99594397136277,20.595822290503655,21.213696959218762,21.85010786799533,22.505611104035186,23.180779437156247,23.876202820270933,24.59248890487906,25.33026357202543,26.090171479186196,26.87287662356178,27.67906292226863,28.509434809936693,29.364717854234794,30.245659389861842,31.153029171557694,32.08762004670442,33.05024864810556,34.04175610754873,35.06300879077519,36.114899054498444,37.1983460261334,38.3142964069174,39.463725299124924,40.647637058098674,41.86706616984163,43.123078154936884,44.41677049958499,45.74927361457254,47.121751823009724,48.53540437770001,49.99146650903101,51.491210504301954,53.035946819431
GYEONGGI,523.3872840018213,531.2380932618487,539.2459187070765,547.1002810000255,554.3714718808212,561.1333955902559,574.7740446246064,587.3301391884768,598.5575856942183,608.4350888279785,617.2624823850261,625.136162135538,632.1472159302924,638.3807970417696,643.9158102194821,648.8248338850011,653.1742155997421,657.0242902021539,660.4296806284216,663.4396503914612,666.0984840991936,668.4458784061352,670.5173305970073,672.3445157833593,673.9556466285317,675.3758117588703,676.6272907054018,677.7298444648916,678.7009816675728,679.5562009687704,680.3092107060075,680.9721271321491,681.5556526882986,682.0692358484811,682.5212140755777,682.918941392914,683.2689020122651,683.5768113772933,683.8477058893208,684.0860224854817,684.295669141745,684.4800872778252,684.6423069495122,684.7849956276036,684.9105012821292,685.020890416205,685.1179816257082,685.2033751988914,685.2784792137908,685.3445325405273,685.4026251099458,685.4537157691217
GANGWON,31.965197827005174,31.485719859600096,31.015831451543118,30.55531683774891,30.103965431494192,29.661571694958667,28.771724544109905,27.90857280778661,27.071315623553016,26.25917615484642,25.471400870201027,24.707258844094994,23.966041078772147,23.247059846408977,22.549648051016707,21.8731586094862,21.21696385120162,20.580454935665568,19.9630412875956,19.364150048967733,18.7832255474987,18.219728781073737,17.673136917641525,17.142942810112277,16.62865452580891,16.12979489003464,15.645901043333602,15.17652401203359,14.721228291672583,14.279591442922404,13.851203699634732,13.43566758864569,13.032597560986318,12.641619634156731,12.262371045132028,11.894499913778068,11.537664916364726,11.191534968873782,10.855788919807567,10.530115252213342,10.21421179464694,9.907785440807531,9.610551877583307,9.322235321255805,9.04256826161813,8.771291213769587,8.508152477356498,8.252907903035803,8.005320665944728,7.765161045966387,7.5322062145873945,7.306240028149773
